year,abbr,D_votes,R_votes,pres_margin,pres_margin_str,electoral_votes,relative_margin,relative_margin_str,relative_margin_delta,relative_margin_delta_str,national_margin,national_margin_str,national_margin_delta,national_margin_delta_str,pres_margin_delta,pres_margin_delta_str
2008,OH,2940044,2677820,0.04667681524508247,D+4.7,20,-0.02873853032652298,R+2.9,-0.03222395035428642,R+3.2,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.06785169534086657,D+6.8
2012,OH,2827621,2661407,0.03028113538498984,D+3.0,18,-0.009908066880599475,R+1.0,0.018830463445923505,D+1.9,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.016395679860092632,R+1.6
2016,OH,2394164,2841005,-0.0853536915427181,R+8.5,18,-0.1085877236231752,R+10.9,-0.09867965674257573,R+9.9,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.11563482692770793,R+11.6
2020,OH,2679165,3154834,-0.08153395295405433,R+8.2,18,-0.12689369537662826,R+12.7,-0.018305971753453054,R+1.8,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.0038197385886637736,D+0.4
2024,OH,2533699,3180116,-0.11313229427274071,R+11.3,17,-0.09813560283854056,R+9.8,0.0287580925380877,D+2.9,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.031598341318686385,R+3.2
1976,OK,532442,545708,-0.012304410332514028,R+1.2,8,-0.035051320180020926,R+3.5,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,OK,402026,695570,-0.26744266560738195,R+26.7,8,-0.16429149021893552,R+16.4,-0.12924017003891458,R+12.9,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.25513825527486794,R+25.5
1984,OK,385080,861530,-0.3821965169539792,R+38.2,8,-0.19972949311348526,R+20.0,-0.035438002894549736,R+3.5,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.11475385134659727,R+11.5
1988,OK,483423,678367,-0.16779624544883326,R+16.8,8,-0.0911471396714867,R+9.1,0.10858235344199856,D+10.9,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.21440027150514596,D+21.4
1992,OK,473066,592929,-0.11244236605237361,R+11.2,8,-0.1848530418218818,R+18.5,-0.0937059021503951,R+9.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.05535387939645965,D+5.5
1996,OK,488105,582315,-0.08801218213411557,R+8.8,8,-0.18409266265111965,R+18.4,0.0007603791707621599,D+0.1,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.024430183918258033,D+2.4
2000,OK,474276,744337,-0.22161342444237833,R+22.2,8,-0.22674688281185887,R+22.7,-0.04265422016073922,R+4.3,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.13360124230826276,R+13.4
2004,OK,503966,959792,-0.3114080332951212,R+31.1,7,-0.28674773317157365,R+28.7,-0.06000085035971478,R+6.0,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.08979460885274285,R+9.0
2008,OK,502496,960165,-0.31290162245387004,R+31.3,7,-0.3883169680254755,R+38.8,-0.10156923485390185,R+10.2,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,-0.0014935891587488648,R+0.1
2012,OK,443547,891325,-0.3354463948603312,R+33.5,7,-0.3756355971259205,R+37.6,0.012681370899555011,D+1.3,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.022544772406461133,R+2.3
2016,OK,420375,949136,-0.38609474476656264,R+38.6,7,-0.40932877684701974,R+40.9,-0.03369317972109925,R+3.4,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.05064834990623146,R+5.1
2020,OK,503890,1020280,-0.3388007899381303,R+33.9,7,-0.38416053236070424,R+38.4,0.025168244486315494,D+2.5,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.04729395482843235,D+4.7
2024,OK,499599,1036213,-0.34940083812341616,R+34.9,7,-0.33440414668921603,R+33.4,0.04975638567148821,D+5.0,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.01060004818528587,R+1.1
1976,OR,490407,492120,-0.0017434635384065782,R+0.2,6,-0.02449037338591347,R+2.4,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,OR,456890,571044,-0.11105187687147229,R+11.1,6,-0.007900701483025865,R+0.8,0.016589671902887605,D+1.7,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.10930841333306571,R+10.9
1984,OR,536479,685700,-0.12209422678674728,R+12.2,7,0.06037279705374668,D+6.0,0.06827349853677254,D+6.8,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.011042349915274988,R+1.1
1988,OR,616206,560126,0.04767361595195914,D+4.8,7,0.1243227217293057,D+12.4,0.06394992467555902,D+6.4,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.16976784273870643,D+17.0
1992,OR,621314,475757,0.13267783033185637,D+13.3,7,0.06026715456234817,D+6.0,-0.06405556716695752,R+6.4,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.08500421437989723,D+8.5
1996,OR,649641,538152,0.09386231439316446,D+9.4,7,-0.0022181661238396128,R+0.2,-0.062485320686187784,R+6.2,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.03881551593869191,R+3.9
2000,OR,720342,713577,0.004717839710611269,D+0.5,7,-0.00041561865886927986,R+0.0,0.001802547464970333,D+0.2,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.0891444746825532,R+8.9
2004,OR,943163,866831,0.04217251548900162,D+4.2,7,0.06683281561254917,D+6.7,0.06724843427141845,D+6.7,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.037454675778390345,D+3.7
2008,OR,1037291,738475,0.16827442354454358,D+16.8,7,0.09285907797293813,D+9.3,0.026026262360388963,D+2.6,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.12610190805554197,D+12.6
2012,OR,970488,754175,0.1254233435749477,D+12.5,7,0.08523414130935839,D+8.5,-0.0076249366635797455,R+0.8,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.04285107996959589,R+4.3
2016,OR,1002106,782403,0.12311677890108708,D+12.3,7,0.09988274682062998,D+10.0,0.01464860551127159,D+1.5,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.002306564673860617,R+0.2
2020,OR,1340383,958448,0.16614313970883463,D+16.6,7,0.12078339728626068,D+12.1,0.020900650465630707,D+2.1,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.04302636080774755,D+4.3
2024,OR,1240600,919480,0.14866116069775193,D+14.9,8,0.16365785213195208,D+16.4,0.0428744548456914,D+4.3,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.0174819790110827,R+1.7
1976,PA,2328677,2205604,0.027142781843471984,D+2.7,27,0.004395871995965091,D+0.4,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,PA,1937540,2261872,-0.07723271734233268,R+7.7,27,0.025918458046113743,D+2.6,0.021522586050148652,D+2.2,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.10437549918580466,R+10.4
1984,PA,2228131,2584323,-0.07401462954243303,R+7.4,25,0.10845239429806093,D+10.8,0.08253393625194719,D+8.3,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.003218087799899655,D+0.3
1988,PA,2194944,2300087,-0.023390939906754813,R+2.3,25,0.05325816587059175,D+5.3,-0.05519422842746918,R+5.5,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.05062368963567822,D+5.1
1992,PA,2239164,1791841,0.1109705892203061,D+11.1,23,0.0385599134507979,D+3.9,-0.014698252419793847,R+1.5,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.13436152912706092,D+13.4
1996,PA,2215819,1801169,0.10322410721665089,D+10.3,23,0.007143626699646813,D+0.7,-0.03141628675115109,R+3.1,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.007746482003655214,R+0.8
2000,PA,2485967,2281127,0.04296957433606302,D+4.3,23,0.03783611596658247,D+3.8,0.030692489266935657,D+3.1,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.060254532880587866,R+6.0
2004,PA,2938095,2793847,0.025165641941247836,D+2.5,21,0.04982594206479539,D+5.0,0.011989826098212919,D+1.2,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.017803932394815185,R+1.8
2008,PA,3276363,2655885,0.104594076309689,D+10.5,21,0.029178730738083553,D+2.9,-0.020647211326711837,R+2.1,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.07942843436844117,D+7.9
2012,PA,2990274,2680434,0.05463868003783655,D+5.5,20,0.014449477772247234,D+1.4,-0.014729252965836319,R+1.5,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.049955396271852456,R+5.0
2016,PA,2926441,2970733,-0.007510716149803279,R+0.8,20,-0.030744748230260376,R+3.1,-0.04519422600250761,R+4.5,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.06214939618763983,R+6.2
2020,PA,3458229,3377674,0.011784105186981149,D+1.2,20,-0.033575637235592794,R+3.4,-0.002830889005332418,R+0.3,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.019294821336784427,D+1.9
2024,PA,3423042,3543308,-0.01726384692127154,R+1.7,19,-0.00226715548707139,R+0.2,0.031308481748521404,D+3.1,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.02904795210825269,R+2.9
1976,RI,227636,181249,0.11344754637612042,D+11.3,4,0.09070063652861353,D+9.1,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,RI,198342,154793,0.12332110949070468,D+12.3,4,0.2264722848791511,D+22.6,0.13577164835053757,D+13.6,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,0.00987356311458426,D+1.0
1984,RI,197106,212080,-0.036594604898505814,R+3.7,4,0.14587241894198816,D+14.6,-0.08059986593716295,R+8.1,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.15991571438921048,R+16.0
1988,RI,225123,177761,0.1175574110662126,D+11.8,4,0.19420651684355916,D+19.4,0.048334097901571005,D+4.8,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.15415201596471842,D+15.4
1992,RI,213299,131601,0.23687445636416352,D+23.7,4,0.16446378059465533,D+16.4,-0.029742736248903834,R+3.0,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.11931704529795091,D+11.9
1996,RI,233050,104683,0.3800842677499682,D+38.0,4,0.2840037872329641,D+28.4,0.11954000663830877,D+12.0,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.14320981138580466,D+14.3
2000,RI,249508,130555,0.3129823213519864,D+31.3,4,0.30784886298250586,D+30.8,0.023845075749541755,D+2.4,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.06710194639798178,R+6.7
2004,RI,259760,169046,0.21155021151756273,D+21.2,4,0.2362105116411103,D+23.6,-0.07163835134139557,R+7.2,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.10143210983442366,R+10.1
2008,RI,296571,165391,0.2839627501829155,D+28.4,4,0.20854740461131005,D+20.9,-0.027663107029800238,R+2.8,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.07241253866535277,D+7.2
2012,RI,279677,157204,0.28033491957764245,D+28.0,4,0.24014571731205314,D+24.0,0.03159831270074309,D+3.2,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.0036278306052730525,R+0.4
2016,RI,252525,180543,0.16621408185319628,D+16.6,4,0.14298004977273918,D+14.3,-0.09716566753931397,R+9.7,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.11412083772444617,R+11.4
2020,RI,307486,199922,0.2119871976791852,D+21.2,4,0.16662745525661127,D+16.7,0.02364740548387209,D+2.4,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.04577311582598892,D+4.6
2024,RI,285156,214406,0.14162406267890673,D+14.2,4,0.15662075411310689,D+15.7,-0.010006701143504382,R+1.0,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.07036313500027847,R+7.0
1976,SC,450807,346149,0.1313221808983181,D+13.1,8,0.1085752710508112,D+10.9,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,SC,428220,439277,-0.01274586540356912,R+1.3,8,0.09040530998487731,D+9.0,-0.018169961065933896,R+1.8,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.14406804630188721,R+14.4
1984,SC,344459,615539,-0.2823755882824756,R+28.2,8,-0.09990856444198165,R+10.0,-0.19031387442685896,R+19.0,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.26962972287890646,R+27.0
1988,SC,370554,606443,-0.24144291128836629,R+24.1,8,-0.16479380551101974,R+16.5,-0.06488524106903809,R+6.5,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.040932676994109324,D+4.1
1992,SC,525514,577507,-0.04713690854480558,R+4.7,8,-0.11954758431431378,R+12.0,0.04524622119670596,D+4.5,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.1943060027435607,D+19.4
1996,SC,506152,573339,-0.06223951843970908,R+6.2,8,-0.15831999895671317,R+15.8,-0.03877241464239939,R+3.9,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.015102609894903501,R+1.5
2000,SC,566037,786892,-0.16324212135300523,R+16.3,8,-0.16837557972248576,R+16.8,-0.010055580765772593,R+1.0,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.10100260291329614,R+10.1
2004,SC,661669,937974,-0.17272916519498413,R+17.3,8,-0.14806886507143657,R+14.8,0.02030671465104919,D+2.0,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.009487043841978904,R+0.9
2008,SC,862449,1034896,-0.09088858378418263,R+9.1,8,-0.16630392935578808,R+16.6,-0.01823506428435151,R+1.8,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.0818405814108015,D+8.2
2012,SC,865941,1071645,-0.10616509409130744,R+10.6,9,-0.14635429635689676,R+14.6,0.019949632998891326,D+2.0,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.015276510307124805,R+1.5
2016,SC,855373,1155389,-0.1492051272104804,R+14.9,9,-0.1724391592909375,R+17.2,-0.026084862934040748,R+2.6,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.04304003311917297,R+4.3
2020,SC,1091541,1385103,-0.11853217499164191,R+11.9,9,-0.16389191741421585,R+16.4,0.00854724187672165,D+0.9,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.030672952218838492,D+3.1
2024,SC,1028452,1483747,-0.18123365227038143,R+18.1,9,-0.16623696083618128,R+16.6,-0.002345043421965426,R+0.2,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.06270147727873952,R+6.3
1976,SD,147068,151505,-0.01486068733609536,R+1.5,4,-0.03760759718360225,R+3.8,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,SD,103855,198343,-0.3126691771619931,R+31.3,4,-0.20951800177354668,R+21.0,-0.17191040458994444,R+17.2,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.29780848982589775,R+29.8
1984,SD,116113,200267,-0.26599026487135724,R+26.6,3,-0.08352324103086328,R+8.4,0.1259947607426834,D+12.6,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.046678912290635866,D+4.7
1988,SD,145560,165415,-0.06384757617171799,R+6.4,3,0.012801529605628567,D+1.3,0.09632477063649185,D+9.6,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.20214268869963925,D+20.2
1992,SD,124888,136718,-0.04522067536677293,R+4.5,3,-0.11763135113628113,R+11.8,-0.1304328807419097,R+13.0,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.018626900804945057,D+1.9
1996,SD,139333,150543,-0.03867170790268942,R+3.9,3,-0.1347521884196935,R+13.5,-0.017120837283412363,R+1.7,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.0065489674640835105,D+0.7
2000,SD,118804,190700,-0.23229425144747726,R+23.2,3,-0.2374277098169578,R+23.7,-0.1026755213972643,R+10.3,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.19362254354478783,R+19.4
2004,SD,149244,232584,-0.21826581602187373,R+21.8,3,-0.19360551589832617,R+19.4,0.043822193918631624,D+4.4,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.01402843542560353,D+1.4
2008,SD,170924,203054,-0.08591414468230751,R+8.6,3,-0.16132949025391297,R+16.1,0.0322760256444132,D+3.2,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.1323516713395662,D+13.2
2012,SD,145039,210610,-0.18436998276390487,R+18.4,3,-0.22455918502949418,R+22.5,-0.06322969477558121,R+6.3,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.09845583808159736,R+9.8
2016,SD,117458,227721,-0.319437161588625,R+31.9,3,-0.3426711936690821,R+34.3,-0.11811200863958793,R+11.8,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.13506717882472014,R+13.5
2020,SD,150471,261043,-0.26869559723362996,R+26.9,3,-0.3140553396562039,R+31.4,0.028615854012878195,D+2.9,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.05074156435499505,D+5.1
2024,SD,146859,272081,-0.2989019907385306,R+29.9,3,-0.28390529930433045,R+28.4,0.030150040351873464,D+3.0,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.03020639350490062,R+3.0
1976,TN,825879,633969,0.13145889161063343,D+13.1,10,0.10871198176312653,D+10.9,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,TN,783051,787761,-0.0029984492097081,R+0.3,10,0.10015272617873833,D+10.0,-0.008559255584388206,R+0.9,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.13445734082034153,R+13.4
1984,TN,711714,990212,-0.1636369618890598,R+16.4,11,0.018830061951434163,D+1.9,-0.08132266422730416,R+8.1,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.1606385126793517,R+16.1
1988,TN,679794,947233,-0.16437281003941545,R+16.4,11,-0.0877237042620689,R+8.8,-0.10655376621350306,R+10.7,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,-0.0007358481503556558,R+0.1
1992,TN,933521,841300,0.05196073294151917,D+5.2,11,-0.02044994282798903,R+2.0,0.06727376143407987,D+6.7,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.21633354298093463,D+21.6
1996,TN,909146,863530,0.025732846837211085,D+2.6,11,-0.07034763367979299,R+7.0,-0.04989769085180396,R+5.0,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.026227886104308085,R+2.6
2000,TN,981720,1061949,-0.03925733570358018,R+3.9,11,-0.04439079407306073,R+4.4,0.025956839606732264,D+2.6,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.06499018254079127,R+6.5
2004,TN,1036477,1384375,-0.14370890909481454,R+14.4,11,-0.11904860897126698,R+11.9,-0.07465781489820625,R+7.5,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.10445157339123437,R+10.4
2008,TN,1087437,1479178,-0.15262943604708926,R+15.3,11,-0.2280447816186947,R+22.8,-0.10899617264742772,R+10.9,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,-0.008920526952274715,R+0.9
2012,TN,960709,1462330,-0.20702143052588093,R+20.7,11,-0.24721063279147024,R+24.7,-0.019165851172775528,R+1.9,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.05439199447879167,R+5.4
2016,TN,870695,1522925,-0.27248686090523977,R+27.2,11,-0.29572089298569687,R+29.6,-0.048510260194226634,R+4.9,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,-0.06546543037935884,R+6.5
2020,TN,1143711,1852475,-0.23655540744132708,R+23.7,11,-0.28191514986390104,R+28.2,0.013805743121795833,D+1.4,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.03593145346391269,D+3.6
2024,TN,1056265,1966865,-0.30121099654993333,R+30.1,11,-0.2862143051157332,R+28.6,-0.004299155251832165,R+0.4,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.06465558910860625,R+6.5
1976,TX,2082319,1953300,0.03197006456754218,D+3.2,26,0.009223154720035286,D+0.9,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,TX,1881147,2510705,-0.14334681587630912,R+14.3,26,-0.0401956404878627,R+4.0,-0.049418795207897985,R+4.9,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.1753168804438513,R+17.5
1984,TX,1949276,3433428,-0.2757261034602683,R+27.6,29,-0.09325907961977437,R+9.3,-0.053063439131911666,R+5.3,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.1323792875839592,R+13.2
1988,TX,2352748,3036829,-0.12692665862274535,R+12.7,29,-0.050277552845398796,R+5.0,0.04298152677437557,D+4.3,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.14879944483752297,D+14.9
1992,TX,2281815,2496071,-0.044843263317709964,R+4.5,32,-0.11725393908721816,R+11.7,-0.06697638624181937,R+6.7,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.08208339530503539,D+8.2
1996,TX,2459683,2736167,-0.053212467642445416,R+5.3,32,-0.1492929481594495,R+14.9,-0.032039009072231325,R+3.2,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,-0.008369204324735452,R+0.8
2000,TX,2433746,3799639,-0.2191254029712588,R+21.9,32,-0.22425886134073933,R+22.4,-0.07496591318128984,R+7.5,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.16591293532881338,R+16.6
2004,TX,2832704,4526917,-0.23020383794219837,R+23.0,34,-0.2055435378186508,R+20.6,0.018715323522088517,D+1.9,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.011078434970939577,R+1.1
2008,TX,3528633,4479328,-0.1187187350188144,R+11.9,34,-0.19413408059041987,R+19.4,0.011409457228230946,D+1.1,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.11148510292338397,D+11.1
2012,TX,3308124,4569843,-0.16015794430212768,R+16.0,38,-0.200347146567717,R+20.0,-0.006213065977297122,R+0.6,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.04143920928331328,R+4.1
2016,TX,3877868,4685047,-0.09426451155943975,R+9.4,38,-0.11749854363989685,R+11.7,0.08284860292782013,D+8.3,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,0.06589343274268793,D+6.6
2020,TX,5259126,5890347,-0.05661442473559064,R+5.7,38,-0.10197416715816458,R+10.2,0.015524376481732272,D+1.6,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.03765008682384911,D+3.8
2024,TX,4835250,6393597,-0.13878067801618457,R+13.9,40,-0.12378398658198442,R+12.4,-0.021809819423819835,R+2.2,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.08216625328059393,R+8.2
1976,UT,182110,337908,-0.299601167651889,R+30.0,4,-0.32234807749939587,R+32.2,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,UT,124266,439687,-0.5593037008403182,R+55.9,4,-0.4561525254518718,R+45.6,-0.13380444795247592,R+13.4,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.25970253318842923,R+26.0
1984,UT,155369,469105,-0.502400420193635,R+50.2,5,-0.319933396353141,R+32.0,0.1362191290987308,D+13.6,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,0.05690328064668326,D+5.7
1988,UT,207343,428442,-0.3477574966380144,R+34.8,5,-0.27110839086066785,R+27.1,0.04882500549247315,D+4.9,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.15464292355562054,D+15.5
1992,UT,183429,322632,-0.2750715822796066,R+27.5,5,-0.3474822580491148,R+34.7,-0.07637386718844696,R+7.6,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.07268591435840782,D+7.3
1996,UT,221633,361911,-0.24038975638512264,R+24.0,5,-0.33647023690212674,R+33.6,0.011012021146988071,D+1.1,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.03468182589448396,D+3.5
2000,UT,203053,515096,-0.4345101086264828,R+43.5,5,-0.43964356699596335,R+44.0,-0.10317333009383661,R+10.3,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.19412035224136018,R+19.4
2004,UT,241199,663742,-0.4669287832024408,R+46.7,5,-0.44226848307889327,R+44.2,-0.002624916082929918,R+0.3,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,-0.032418674575957984,R+3.2
2008,UT,327670,596030,-0.29052722745480136,R+29.1,5,-0.3659425730264068,R+36.6,0.07632591005248646,D+7.6,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.17640155574763944,D+17.6
2012,UT,251813,740600,-0.49252377790294966,R+49.3,6,-0.532712980168539,R+53.3,-0.16677040714213215,R+16.7,0.040189202265589315,D+4.0,-0.03522614330601614,R+3.5,-0.2019965504481483,R+20.2
2016,UT,310674,515211,-0.24765796690822572,R+24.8,6,-0.2708919989886828,R+27.1,0.26182098117985614,D+26.2,0.023234032080457098,D+2.3,-0.016955170185132217,R+1.7,0.24486581099472393,D+24.5
2020,UT,560282,865140,-0.21387210243703267,R+21.4,6,-0.2592318448596066,R+25.9,0.011660154129076228,D+1.2,0.04535974242257394,D+4.5,0.022125710342116845,D+2.2,0.033785864471193056,D+3.4
2024,UT,562566,883818,-0.222106992333986,R+22.2,6,-0.20711030089978585,R+20.7,0.05212154395982074,D+5.2,-0.014996691434200151,R+1.5,-0.0603564338567741,R+6.0,-0.00823488989695334,R+0.8
1976,VA,813896,836554,-0.01372837710927323,R+1.4,12,-0.03647528695678012,R+3.6,0,0,0.022746909847506894,D+2.3,0,0,0,0
1980,VA,752174,989609,-0.13631721058248933,R+13.6,12,-0.0331660351940429,R+3.3,0.0033092517627372198,D+0.3,-0.10315117538844643,R+10.3,-0.1258980852359533,R+12.6,-0.1225888334732161,R+12.3
1984,VA,796250,1337078,-0.25351375878439697,R+25.4,12,-0.07104673494390301,R+7.1,-0.03788069974986011,R+3.8,-0.18246702384049396,R+18.2,-0.07931584845204753,R+7.9,-0.11719654820190764,R+11.7
1988,VA,859799,1309162,-0.20717892115164818,R+20.7,12,-0.13052981537430164,R+13.1,-0.05948308043039863,R+5.9,-0.07664910577734656,R+7.7,0.1058179180631474,D+10.6,0.04633483763274879,D+4.6
1992,VA,1038650,1150517,-0.051100258682868875,R+5.1,13,-0.12351093445237707,R+12.4,0.00701888092192457,D+0.7,0.0724106757695082,D+7.2,0.14905978154685476,D+14.9,0.1560786624687793,D+15.6
1996,VA,1091060,1138350,-0.02121189014133784,R+2.1,13,-0.11729237065834192,R+11.7,0.0062185637940351535,D+0.6,0.09608048051700407,D+9.6,0.023669804747495873,D+2.4,0.029888368541531034,D+3.0
2000,VA,1217290,1437490,-0.08294472611666504,R+8.3,13,-0.08807818448614559,R+8.8,0.02921418617219633,D+2.9,0.005133458369480549,D+0.5,-0.09094702214752352,R+9.1,-0.061732835975327194,R+6.2
2004,VA,1454742,1716959,-0.08267393427060117,R+8.3,13,-0.058013634147053614,R+5.8,0.030064550339091972,D+3.0,-0.024660300123547554,R+2.5,-0.0297937584930281,R+3.0,0.0002707918460638642,D+0.0
2008,VA,1959532,1725005,0.06365168812255108,D+6.4,13,-0.011763657449054374,R+1.2,0.04624997669799924,D+4.6,0.07541534557160545,D+7.5,0.10007564569515301,D+10.0,0.14632562239315225,D+14.6
